matrix_type,n,sparsity,symmetry,condition_number_log,diagonal_dominance_ratio,diagonal_dominance_positive,frobenius_norm,trace_abs,positive_eigenvalues_ratio,has_negative_eigenvalues,diag_dominance_fro,best_method,weight_jacobi,weight_gauss_seidel,weight_gradiente_conjugado,all_methods_failed,jacobi_success,jacobi_iterations,jacobi_time,jacobi_relative_error,gauss_seidel_success,gauss_seidel_iterations,gauss_seidel_time,gauss_seidel_relative_error,gradiente_conjugado_success,gradiente_conjugado_iterations,gradiente_conjugado_time,gradiente_conjugado_relative_error
generate_diagonal_dominant,310.0,0.0,0.9987644547617182,3.0497567939452317,11425.920609942807,1.0,203994.35027746944,148477.98987095838,0.4806451612903226,1.0,1141.8393529647885,jacobi,0.8078677201704898,0.1921322798295103,0.0,False,True,2,0.0007264614105224609,8.293429342487786e-07,True,2,0.0030546188354492188,3.307730774673107e-07,False,1000,0.0,
generate_diagonal_dominant,464.0,0.0,0.9989882557653694,2.9879274826829207,17130.925119916854,1.0,374119.9737694161,368127.4169256291,0.5237068965517241,1.0,1398.2778790054792,jacobi,0.6385241815398026,0.36147581846019744,0.0,False,True,2,0.021467208862304688,5.291346147063666e-07,True,2,0.037920475006103516,2.2283384871452788e-07,False,1000,0.0,
generate_diagonal_dominant,21.0,0.0,0.9964761761739341,3.2416628706154142,967.6770511397207,1.0,4525.327357937799,938.1500739663142,0.47619047619047616,1.0,388.29815696348714,jacobi,0.7380013740700166,0.26199862592998335,0.0,False,True,3,9.250640869140625e-05,1.9942083367246554e-08,True,3,0.0002605915069580078,3.36407317905278e-09,False,1000,0.0,
generate_diagonal_dominant,391.0,0.0,0.9988951008791545,2.9758338240686686,14433.347780082599,1.0,289386.80744187103,273208.0019067613,0.5242966751918159,1.0,1283.2423269636174,jacobi,0.5873193919793943,0.4126806080206057,0.0,False,True,2,0.036449432373046875,6.12286489490403e-07,True,2,0.05187416076660156,2.4186341212161896e-07,False,1000,0.0,
generate_diagonal_dominant,103.0,0.0,0.9978342497594976,3.912950661447754,3769.6470672735963,1.0,38831.40566157626,2353.070386332352,0.49514563106796117,1.0,656.9287517475184,jacobi,0.765487218272121,0.23451278172787898,0.0,False,True,3,0.0002357959747314453,3.724401985115141e-09,True,2,0.0007772445678710938,8.897742811072069e-07,False,1000,0.0,
generate_diagonal_dominant,46.0,0.0,0.9976346582189479,2.7406759095116753,2245.9009360731065,1.0,15428.042283489227,12917.218066594567,0.5652173913043478,1.0,582.9019355876497,gauss_seidel,0.015679521342156916,0.984320478657843,0.0,False,True,3,0.0431513786315918,4.133937461802748e-09,True,3,0.0006873607635498047,1.0590944888339095e-09,False,1000,0.0,
generate_diagonal_dominant,110.0,0.0,0.9984487750010925,2.539759893421474,5333.26286210248,1.0,56583.98066808688,111363.50732163581,0.4090909090909091,1.0,902.6905943862708,jacobi,0.8429454542156529,0.15705454578434713,0.0,False,True,3,0.0001804828643798828,1.4082189701541897e-09,True,2,0.000978231430053711,5.19044112372002e-07,False,1000,0.0,
generate_diagonal_dominant,70.0,0.0,0.9980716504346501,2.6747441274104604,3374.6546972605315,1.0,28590.742080166186,35113.85623899473,0.5714285714285714,1.0,719.9924413134129,jacobi,0.6555127410806532,0.34448725891934673,0.0,False,True,3,0.0002887248992919922,2.5713030890186117e-09,True,2,0.0005548000335693359,8.885574074869909e-07,False,1000,0.0,
generate_diagonal_dominant,453.0,0.0,0.9989764264780654,3.207235650567277,16737.054599421954,1.0,361181.86558313726,209395.77078258706,0.5143487858719646,1.0,1381.5268354041457,jacobi,0.9343087179760918,0.06569128202390821,0.0,False,True,2,0.0019690990447998047,5.590880544161361e-07,True,2,0.02800607681274414,2.2389601699245695e-07,False,1000,0.0,
generate_diagonal_dominant,351.0,0.0,0.99883804430637,2.888977475897199,12966.767314364879,1.0,246329.95627426545,266598.126005739,0.5299145299145299,1.0,1215.6890395754122,jacobi,0.987198712494399,0.012801287505600946,0.0,False,True,2,0.0007302761077880859,6.610607174739252e-07,True,2,0.05631756782531738,2.543540888411695e-07,False,1000,0.0,
generate_diagonal_dominant,173.0,0.0,0.9987580095583956,3.3543290699602224,8500.16779770313,1.0,113038.07698684864,41979.69941281959,0.48554913294797686,1.0,1136.028988352557,jacobi,0.7040820550162351,0.29591794498376495,0.0,False,True,2,0.00054931640625,7.848803819966194e-07,True,2,0.0013070106506347656,3.124351975670627e-07,False,1000,0.0,
generate_diagonal_dominant,439.0,0.0,0.9989598283120918,4.006577246293002,16201.084415001402,1.0,344164.7827168649,31605.40929330414,0.5011389521640092,1.0,1359.9350814017698,gauss_seidel,0.10752888927442371,0.8924711107255764,0.0,False,True,2,0.028562545776367188,4.7019363964049526e-07,True,2,0.003441333770751953,2.0114089354061997e-07,False,1000,0.0,
generate_diagonal_dominant,127.0,0.0,0.9985457249094257,4.823669173281052,6219.145644518454,1.0,70879.73957595864,758.4997628020374,0.5039370078740157,1.0,972.2026238003114,jacobi,0.8025574256776239,0.19744257432237608,0.0,False,True,3,0.00024127960205078125,1.182822214907899e-09,True,2,0.0009903907775878906,4.745034733683208e-07,False,1000,0.0,
generate_diagonal_dominant,344.0,0.0,0.9991187745921687,3.238637546795683,16980.437723700823,1.0,318285.3338975209,205264.75856342714,0.5174418604651163,1.0,1604.851735418595,jacobi,0.9726655175081141,0.02733448249188588,0.0,False,True,2,0.0005462169647216797,4.001085450202707e-07,True,2,0.01943683624267578,1.675196989036596e-07,False,1000,0.0,
generate_diagonal_dominant,179.0,0.0,0.9987805065204246,2.804270286970406,8864.770335310925,1.0,119909.13048152557,157112.2840856308,0.45251396648044695,1.0,1159.1924159963753,jacobi,0.8717820588955357,0.12821794110446424,0.0,False,True,2,0.0003802776336669922,7.480230415093754e-07,True,2,0.0025856494903564453,2.8552122416721105e-07,False,1000,0.0,
generate_diagonal_dominant,444.0,0.0,0.9989655203030606,4.009460079890352,16423.61203450606,1.0,350864.19288920466,31842.75395787414,0.49774774774774777,1.0,1368.191116276216,jacobi,0.9357908520755517,0.0642091479244484,0.0,False,True,2,0.0016164779663085938,5.189759573133769e-07,True,2,0.023558855056762695,2.1547766265802415e-07,False,1000,0.0,
generate_diagonal_dominant,403.0,0.0,0.9991865739035397,3.6541446466263765,19924.259951583084,1.0,404183.80952165107,106689.49668340731,0.49379652605459057,1.0,1737.6448563485108,jacobi,0.9813478938589602,0.018652106141039883,0.0,False,True,2,0.0007996559143066406,3.295561960680206e-07,True,2,0.04207301139831543,1.3769864810891855e-07,False,1000,0.0,
generate_diagonal_dominant,443.0,0.0,0.9992235525849346,3.060551941951667,21919.1428335105,1.0,466176.92781244335,508547.6503116047,0.5259593679458239,1.0,1822.3523615603706,jacobi,0.9764733384802026,0.02352666151979743,0.0,False,True,2,0.0008542537689208984,2.978209950066206e-07,True,2,0.035456180572509766,1.2738660793138131e-07,False,1000,0.0,
generate_diagonal_dominant,437.0,0.0,0.9992182398890063,4.504468842814898,21600.479400583412,1.0,456276.897492528,17904.247197920085,0.5011441647597255,1.0,1809.51267880293,jacobi,0.5569342053032427,0.44306579469675744,0.0,False,True,2,0.02554035186767578,3.032492159217204e-07,True,2,0.0321042537689209,1.1243515231502774e-07,False,1000,0.0,
generate_diagonal_dominant,352.0,0.0,0.9991302245412184,3.7328356336970834,17402.962156581332,1.0,329957.91881480895,68313.22680561192,0.4943181818181818,1.0,1623.651780902856,jacobi,0.9302636610483863,0.06973633895161371,0.0,False,True,2,0.0007638931274414062,4.00613361520932e-07,True,2,0.010190248489379883,1.6786961576578328e-07,False,1000,0.0,
generate_diagonal_dominant,355.0,0.0,0.9991341261006582,5.729652289657061,17561.55735817516,1.0,334377.6459830931,691.9497393448546,0.5014084507042254,1.0,1630.5767705372496,jacobi,0.9884501690588626,0.011549830941137382,0.0,False,True,2,0.0006079673767089844,3.5949141149007816e-07,True,2,0.052031517028808594,1.479574270644033e-07,False,1000,0.0,
